photo_count,taxon_name,ancestry,rank,rank_level,state_of_matter,kingdom,phylum,subphylum,class,subclass,order,superfamily,family,subfamily,tribe,genus,subgenus,species,subspecies
3833,Sympetrum vulgatum,48460/1/47120/372739/47158/184884/47792/47927/1317176/47819/51556,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Libelluloidea,Libellulidae,No subfamily,No tribe,Sympetrum,No subgenus,Sympetrum vulgatum,
3817,Chiasmia clathrata,48460/1/47120/372739/47158/184884/47157/49531/49530/123033/124041/124092,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Geometroidea,Geometridae,Ennominae,Macariini,Chiasmia,No subgenus,Chiasmia clathrata,
3809,Zerene cesonia,48460/1/47120/372739/47158/184884/47157/47224/48508/119556/117318,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Pieridae,Coliadinae,No tribe,Zerene,No subgenus,Zerene cesonia,
3806,Idaea dimidiata,48460/1/47120/372739/47158/184884/47157/49531/49530/123037/123078/52091,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Geometroidea,Geometridae,Sterrhinae,Sterrhini,Idaea,No subgenus,Idaea dimidiata,
3787,Epimecis hortaria,48460/1/47120/372739/47158/184884/47157/49531/49530/123033/124062/83091,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Geometroidea,Geometridae,Ennominae,Boarmiini,Epimecis,No subgenus,Epimecis hortaria,
3776,Bombus huntii,48460/1/47120/372739/47158/184884/47201/124417/326777/47222/630955/47221/199939/538883/52775/538900,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hymenoptera,Apoidea,Apidae,Apinae,Bombini,Bombus,Pyrobombus,Bombus huntii,
3771,Argia translata,48460/1/47120/372739/47158/184884/47792/47928/426081/47925/47977,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Coenagrionoidea,Coenagrionidae,No subfamily,No tribe,Argia,No subgenus,Argia translata,
3761,Diapheromera femorata,48460/1/47120/372739/47158/184884/47198/569714/569716/47320/497652/504300/84287/745843,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Phasmida,No superfamily,Diapheromeridae,Diapheromerinae,Diapheromerini,Diapheromera,Diapheromera,Diapheromera femorata,
3759,Vanessa kershawi,48460/1/47120/372739/47158/184884/47157/47224/47922/202067/202066/48507,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalini,Vanessa,No subgenus,Vanessa kershawi,
3741,Dioprosopa clavata,48460/1/47120/372739/47158/184884/47822/48091/372853/414448/49995/186841/121991/366269,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,No superfamily,Syrphidae,Syrphinae,Syrphini,Dioprosopa,No subgenus,Dioprosopa clavata,
3734,Neotibicen tibicen,48460/1/47120/372739/47158/184884/47744/125816/372849/50190/50186/209685/605062/605063/751082,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Cicadoidea,Cicadidae,Cicadinae,Cryptotympanini,Neotibicen,No subgenus,Neotibicen tibicen,
3734,Aeshna canadensis,48460/1/47120/372739/47158/184884/47792/47927/1317180/51469/52520,species,10.0,Life,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Aeshnoidea,Aeshnidae,No subfamily,No tribe,Aeshna,No subgenus,Aeshna canadensis,
